,AAPL,MSFT,XOM
2011-04-06 00:00:00,338.04,25.82,84.14
2011-04-07 00:00:00,338.08,25.87,84.72
2011-04-08 00:00:00,335.06,25.74,84.9
2011-04-11 00:00:00,330.8,25.65,84.12
2011-04-12 00:00:00,332.4,25.31,82.17
2011-04-13 00:00:00,336.13,25.3,82.15
2011-04-14 00:00:00,332.42,25.1,82.43
2011-04-15 00:00:00,327.46,25.05,83.26
2011-04-18 00:00:00,331.85,24.76,82.09
2011-04-19 00:00:00,337.86,24.83,82.78
2011-04-20 00:00:00,342.41,25.43,84.61
2011-04-21 00:00:00,350.7,25.19,85.31
2011-04-25 00:00:00,353.01,25.28,85.17
2011-04-26 00:00:00,350.42,25.86,86.36
2011-04-27 00:00:00,350.15,26.04,86.71
2011-04-28 00:00:00,346.75,26.37,86.28
2011-04-29 00:00:00,350.13,25.59,86.91
2011-05-02 00:00:00,346.28,25.33,85.91
2011-05-03 00:00:00,348.2,25.48,84.58
2011-05-04 00:00:00,349.57,25.73,83.78
2011-05-05 00:00:00,346.75,25.46,81.62
2011-05-06 00:00:00,346.66,25.54,81.68
2011-05-09 00:00:00,347.6,25.5,82.17
2011-05-10 00:00:00,349.45,25.34,82.33
2011-05-11 00:00:00,347.23,25.04,80.59
2011-05-12 00:00:00,346.57,25.0,80.52
2011-05-13 00:00:00,340.5,24.71,80.34
2011-05-16 00:00:00,333.3,24.26,79.71
2011-05-17 00:00:00,336.14,24.37,79.88
2011-05-18 00:00:00,339.87,24.54,81.2
2011-05-19 00:00:00,340.53,24.56,81.79
2011-05-20 00:00:00,335.22,24.34,81.03
2011-05-23 00:00:00,334.4,24.02,80.14
2011-05-24 00:00:00,332.19,24.0,80.76
2011-05-25 00:00:00,336.78,24.04,81.42
2011-05-26 00:00:00,335.0,24.52,81.85
2011-05-27 00:00:00,337.41,24.6,82.09
2011-05-31 00:00:00,347.83,24.85,82.92
2011-06-01 00:00:00,345.51,24.28,81.49
2011-06-02 00:00:00,346.1,24.07,80.8
2011-06-03 00:00:00,343.44,23.76,80.65
2011-06-06 00:00:00,338.04,23.86,79.76
2011-06-07 00:00:00,332.04,23.91,79.48
2011-06-08 00:00:00,332.24,23.79,80.23
2011-06-09 00:00:00,331.49,23.81,80.65
2011-06-10 00:00:00,325.9,23.56,79.26
2011-06-13 00:00:00,326.6,23.89,78.71
2011-06-14 00:00:00,332.44,24.07,79.85
2011-06-15 00:00:00,326.75,23.59,78.14
2011-06-16 00:00:00,325.16,23.85,78.7
2011-06-17 00:00:00,320.26,24.11,78.5
2011-06-20 00:00:00,315.32,24.32,79.19
2011-06-21 00:00:00,325.3,24.6,80.04
2011-06-22 00:00:00,322.61,24.5,79.3
2011-06-23 00:00:00,331.23,24.48,77.93
2011-06-24 00:00:00,326.35,24.15,76.28
2011-06-27 00:00:00,332.04,25.04,77.41
2011-06-28 00:00:00,335.26,25.64,79.11
2011-06-29 00:00:00,334.04,25.46,79.72
2011-06-30 00:00:00,335.67,25.84,80.85
2011-07-01 00:00:00,343.26,25.86,81.47
2011-07-05 00:00:00,349.43,25.87,81.06
2011-07-06 00:00:00,351.76,26.16,81.03
2011-07-07 00:00:00,357.2,26.6,81.82
2011-07-08 00:00:00,359.71,26.75,81.88
2011-07-11 00:00:00,354.0,26.46,81.36
2011-07-12 00:00:00,353.75,26.37,81.35
2011-07-13 00:00:00,358.02,26.46,81.94
2011-07-14 00:00:00,357.77,26.3,81.7
2011-07-15 00:00:00,364.92,26.61,82.46
2011-07-18 00:00:00,373.8,26.42,82.11
2011-07-19 00:00:00,376.85,27.37,83.08
2011-07-20 00:00:00,386.9,26.89,82.75
2011-07-21 00:00:00,387.29,26.93,84.46
2011-07-22 00:00:00,393.3,27.36,84.66
2011-07-25 00:00:00,398.5,27.73,84.02
2011-07-26 00:00:00,403.41,27.9,83.82
2011-07-27 00:00:00,392.59,27.16,82.76
2011-07-28 00:00:00,391.82,27.55,80.93
2011-07-29 00:00:00,390.48,27.23,79.27
2011-08-01 00:00:00,396.75,27.1,79.08
2011-08-02 00:00:00,388.91,26.63,77.33
2011-08-03 00:00:00,392.57,26.75,77.21
2011-08-04 00:00:00,377.37,25.78,73.36
2011-08-05 00:00:00,373.62,25.52,74.33
2011-08-08 00:00:00,353.21,24.33,69.73
2011-08-09 00:00:00,374.01,25.42,71.17
2011-08-10 00:00:00,363.69,24.05,68.03
2011-08-11 00:00:00,373.7,25.03,71.58
2011-08-12 00:00:00,376.99,24.94,72.0
2011-08-15 00:00:00,383.41,25.35,74.29
2011-08-16 00:00:00,380.48,25.35,73.5
2011-08-17 00:00:00,380.44,25.25,74.16
2011-08-18 00:00:00,366.05,24.67,70.94
2011-08-19 00:00:00,356.03,24.05,69.8
2011-08-22 00:00:00,356.44,23.98,70.18
2011-08-23 00:00:00,373.6,24.72,73.66
2011-08-24 00:00:00,376.18,24.9,73.54
2011-08-25 00:00:00,373.72,24.57,71.77
2011-08-26 00:00:00,383.58,25.25,72.64
2011-08-29 00:00:00,389.97,25.84,74.12
2011-08-30 00:00:00,389.99,26.23,73.91
2011-08-31 00:00:00,384.83,26.6,74.02
2011-09-01 00:00:00,381.03,26.21,73.49
2011-09-02 00:00:00,374.05,25.8,72.14
2011-09-06 00:00:00,379.74,25.51,71.15
2011-09-07 00:00:00,383.93,26.0,73.65
2011-09-08 00:00:00,384.14,26.22,72.82
2011-09-09 00:00:00,377.48,25.74,71.01
2011-09-12 00:00:00,379.94,25.89,71.84
2011-09-13 00:00:00,384.62,26.04,71.65
2011-09-14 00:00:00,389.3,26.5,72.64
2011-09-15 00:00:00,392.96,26.99,74.01
2011-09-16 00:00:00,400.5,27.12,74.55
2011-09-19 00:00:00,411.63,27.21,73.7
2011-09-20 00:00:00,413.45,26.98,74.01
2011-09-21 00:00:00,412.14,25.99,71.97
2011-09-22 00:00:00,401.82,25.06,69.24
2011-09-23 00:00:00,404.3,25.06,69.31
2011-09-26 00:00:00,403.17,25.44,71.72
2011-09-27 00:00:00,399.26,25.67,72.91
2011-09-28 00:00:00,397.01,25.58,72.07
2011-09-29 00:00:00,390.57,25.45,73.88
2011-09-30 00:00:00,381.32,24.89,72.63
2011-10-03 00:00:00,374.6,24.53,71.15
2011-10-04 00:00:00,372.5,25.34,72.83
2011-10-05 00:00:00,378.25,25.89,73.95
2011-10-06 00:00:00,377.37,26.34,73.89
2011-10-07 00:00:00,369.8,26.25,73.56
2011-10-10 00:00:00,388.81,26.94,76.28
2011-10-11 00:00:00,400.29,27.0,76.27
2011-10-12 00:00:00,402.19,26.96,77.16
2011-10-13 00:00:00,408.43,27.18,76.37
2011-10-14 00:00:00,422.0,27.27,78.11
